date,open,high,low,close,volume,barCount,average
2022-01-13 19:04:00,31.055,31.055,30.985,31.005,-1,-1,-1.0
2022-01-13 19:05:00,31.005,31.085,30.985,31.045,-1,-1,-1.0
2022-01-13 19:06:00,31.045,31.085,31.005,31.065,-1,-1,-1.0
2022-01-13 19:07:00,31.065,31.135,31.065,31.135,-1,-1,-1.0
2022-01-13 19:08:00,31.135,31.145,31.115,31.115,-1,-1,-1.0
2022-01-13 19:09:00,31.115,31.145,31.115,31.135,-1,-1,-1.0
2022-01-13 19:10:00,31.135,31.145,31.115,31.125,-1,-1,-1.0
2022-01-13 19:11:00,31.125,31.155,31.125,31.155,-1,-1,-1.0
2022-01-13 19:12:00,31.155,31.175,31.105,31.125,-1,-1,-1.0
2022-01-13 19:13:00,31.125,31.125,31.105,31.115,-1,-1,-1.0
2022-01-13 19:14:00,31.115,31.145,31.115,31.135,-1,-1,-1.0
2022-01-13 19:15:00,31.135,31.145,31.025,31.085,-1,-1,-1.0
2022-01-13 19:16:00,31.085,31.095,30.975,30.985,-1,-1,-1.0
2022-01-13 19:17:00,30.985,30.995,30.885,30.905,-1,-1,-1.0
2022-01-13 19:18:00,30.905,30.965,30.905,30.955,-1,-1,-1.0
2022-01-13 19:19:00,30.955,30.975,30.925,30.955,-1,-1,-1.0
2022-01-13 19:20:00,30.955,30.955,30.845,30.885,-1,-1,-1.0
2022-01-13 19:21:00,30.885,30.885,30.825,30.845,-1,-1,-1.0
2022-01-13 19:22:00,30.845,30.885,30.815,30.885,-1,-1,-1.0
2022-01-13 19:23:00,30.885,30.905,30.865,30.905,-1,-1,-1.0
2022-01-13 19:24:00,30.905,30.905,30.855,30.865,-1,-1,-1.0
2022-01-13 19:25:00,30.865,30.935,30.865,30.905,-1,-1,-1.0
2022-01-13 19:26:00,30.905,30.925,30.865,30.865,-1,-1,-1.0
2022-01-13 19:27:00,30.865,30.885,30.845,30.845,-1,-1,-1.0
2022-01-13 19:28:00,30.845,30.855,30.825,30.845,-1,-1,-1.0
2022-01-13 19:29:00,30.845,30.865,30.815,30.835,-1,-1,-1.0
2022-01-13 19:30:00,30.835,30.835,30.76,30.795,-1,-1,-1.0
2022-01-13 19:31:00,30.795,30.865,30.795,30.845,-1,-1,-1.0
2022-01-13 19:32:00,30.845,30.875,30.825,30.865,-1,-1,-1.0
2022-01-13 19:33:00,30.865,30.905,30.865,30.865,-1,-1,-1.0
2022-01-13 19:34:00,30.865,30.875,30.805,30.865,-1,-1,-1.0
2022-01-13 19:35:00,30.865,30.925,30.855,30.925,-1,-1,-1.0
2022-01-13 19:36:00,30.925,30.945,30.885,30.895,-1,-1,-1.0
2022-01-13 19:37:00,30.895,30.925,30.885,30.905,-1,-1,-1.0
2022-01-13 19:38:00,30.905,30.945,30.875,30.935,-1,-1,-1.0
2022-01-13 19:39:00,30.935,30.955,30.865,30.885,-1,-1,-1.0
2022-01-13 19:40:00,30.885,30.915,30.885,30.885,-1,-1,-1.0
2022-01-13 19:41:00,30.885,30.935,30.885,30.885,-1,-1,-1.0
2022-01-13 19:42:00,30.885,30.885,30.845,30.865,-1,-1,-1.0
2022-01-13 19:43:00,30.865,30.875,30.825,30.865,-1,-1,-1.0
2022-01-13 19:44:00,30.865,30.875,30.845,30.845,-1,-1,-1.0
2022-01-13 19:45:00,30.845,30.885,30.795,30.805,-1,-1,-1.0
