date,open,high,low,close,volume,barCount,average
2022-01-21 11:00:00,1.51,1.575,1.51,1.545,-1,-1,-1.0
2022-01-21 11:01:00,1.545,1.565,1.545,1.565,-1,-1,-1.0
2022-01-21 11:02:00,1.565,1.565,1.53,1.53,-1,-1,-1.0
2022-01-21 11:03:00,1.53,1.58,1.53,1.58,-1,-1,-1.0
2022-01-21 11:04:00,1.58,1.58,1.53,1.54,-1,-1,-1.0
2022-01-21 11:05:00,1.54,1.54,1.525,1.54,-1,-1,-1.0
2022-01-21 11:06:00,1.54,1.545,1.525,1.535,-1,-1,-1.0
2022-01-21 11:07:00,1.535,1.535,1.525,1.535,-1,-1,-1.0
2022-01-21 11:08:00,1.535,1.535,1.525,1.525,-1,-1,-1.0
2022-01-21 11:09:00,1.525,1.54,1.525,1.53,-1,-1,-1.0
2022-01-21 11:10:00,1.53,1.53,1.525,1.525,-1,-1,-1.0
2022-01-21 11:11:00,1.525,1.525,1.515,1.515,-1,-1,-1.0
2022-01-21 11:12:00,1.515,1.515,1.465,1.465,-1,-1,-1.0
2022-01-21 11:13:00,1.465,1.495,1.465,1.48,-1,-1,-1.0
2022-01-21 11:14:00,1.48,1.495,1.475,1.485,-1,-1,-1.0
2022-01-21 11:15:00,1.485,1.485,1.48,1.485,-1,-1,-1.0
2022-01-21 11:16:00,1.485,1.49,1.485,1.485,-1,-1,-1.0
2022-01-21 11:17:00,1.485,1.49,1.485,1.485,-1,-1,-1.0
2022-01-21 11:18:00,1.485,1.49,1.485,1.49,-1,-1,-1.0
2022-01-21 11:19:00,1.49,1.49,1.49,1.49,-1,-1,-1.0
2022-01-21 11:20:00,1.49,1.49,1.485,1.49,-1,-1,-1.0
2022-01-21 11:21:00,1.49,1.49,1.485,1.49,-1,-1,-1.0
2022-01-21 11:22:00,1.49,1.49,1.485,1.49,-1,-1,-1.0
2022-01-21 11:23:00,1.49,1.5,1.49,1.5,-1,-1,-1.0
2022-01-21 11:24:00,1.5,1.51,1.495,1.51,-1,-1,-1.0
2022-01-21 11:25:00,1.51,1.51,1.51,1.51,-1,-1,-1.0
2022-01-21 11:26:00,1.51,1.51,1.51,1.51,-1,-1,-1.0
2022-01-21 11:27:00,1.51,1.51,1.51,1.51,-1,-1,-1.0
