ate,open,high,low,close,volume,barCount,average
2022-01-27 13:00:00,22.625,22.685,22.595,22.685,-1,-1,-1.0
2022-01-27 13:01:00,22.685,22.685,22.685,22.685,-1,-1,-1.0
2022-01-27 13:02:00,22.685,22.715,22.685,22.685,-1,-1,-1.0
2022-01-27 13:03:00,22.685,22.715,22.685,22.715,-1,-1,-1.0
2022-01-27 13:04:00,22.715,22.715,22.715,22.715,-1,-1,-1.0
2022-01-27 13:05:00,22.715,22.715,22.715,22.715,-1,-1,-1.0
2022-01-27 13:06:00,22.715,22.715,22.715,22.715,-1,-1,-1.0
2022-01-27 13:07:00,22.715,22.735,22.715,22.72,-1,-1,-1.0
2022-01-27 13:08:00,22.72,22.72,22.68,22.715,-1,-1,-1.0
2022-01-27 13:09:00,22.715,22.715,22.69,22.69,-1,-1,-1.0
2022-01-27 13:10:00,22.69,22.72,22.665,22.72,-1,-1,-1.0
2022-01-27 13:11:00,22.72,22.73,22.72,22.73,-1,-1,-1.0
2022-01-27 13:12:00,22.73,22.74,22.73,22.73,-1,-1,-1.0
2022-01-27 13:13:00,22.73,22.73,22.73,22.73,-1,-1,-1.0
2022-01-27 13:14:00,22.73,22.73,22.73,22.73,-1,-1,-1.0
2022-01-27 13:15:00,22.73,22.825,22.73,22.825,-1,-1,-1.0
2022-01-27 13:16:00,22.825,22.835,22.825,22.825,-1,-1,-1.0
2022-01-27 13:17:00,22.825,22.825,22.775,22.79,-1,-1,-1.0
2022-01-27 13:18:00,22.79,22.79,22.77,22.77,-1,-1,-1.0
2022-01-27 13:19:00,22.77,22.77,22.77,22.77,-1,-1,-1.0
2022-01-27 13:20:00,22.77,22.77,22.77,22.77,-1,-1,-1.0
2022-01-27 13:21:00,22.77,22.77,22.765,22.765,-1,-1,-1.0
2022-01-27 13:22:00,22.765,22.78,22.76,22.765,-1,-1,-1.0
2022-01-27 13:23:00,22.765,22.765,22.7,22.7,-1,-1,-1.0
2022-01-27 13:24:00,22.7,22.705,22.7,22.705,-1,-1,-1.0
2022-01-27 13:25:00,22.705,22.76,22.705,22.735,-1,-1,-1.0
2022-01-27 13:26:00,22.735,22.76,22.735,22.735,-1,-1,-1.0
2022-01-27 13:27:00,22.735,22.76,22.735,22.76,-1,-1,-1.0
2022-01-27 13:28:00,22.76,22.775,22.76,22.775,-1,-1,-1.0
2022-01-27 13:29:00,22.775,22.78,22.765,22.77,-1,-1,-1.0
2022-01-27 13:30:00,22.77,22.77,22.765,22.765,-1,-1,-1.0
2022-01-27 13:31:00,22.765,22.785,22.765,22.77,-1,-1,-1.0
2022-01-27 13:32:00,22.77,22.825,22.77,22.8,-1,-1,-1.0
2022-01-27 13:33:00,22.8,22.825,22.795,22.795,-1,-1,-1.0
2022-01-27 13:34:00,22.795,22.825,22.775,22.8,-1,-1,-1.0
2022-01-27 13:35:00,22.8,22.8,22.765,22.79,-1,-1,-1.0
2022-01-27 13:36:00,22.79,22.79,22.765,22.77,-1,-1,-1.0
2022-01-27 13:37:00,22.77,22.77,22.77,22.77,-1,-1,-1.0
2022-01-27 13:38:00,22.77,22.79,22.75,22.75,-1,-1,-1.0
