date,open,high,low,close,volume,barCount,average
2022-01-27 11:00:00,4.57,4.57,3.915,3.915,-1,-1,-1.0
2022-01-27 11:01:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:02:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:03:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:04:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:05:00,3.915,3.95,3.915,3.95,-1,-1,-1.0
2022-01-27 11:06:00,3.95,3.955,3.915,3.955,-1,-1,-1.0
2022-01-27 11:07:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:08:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:09:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:10:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:11:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:12:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:13:00,3.955,3.955,3.735,3.735,-1,-1,-1.0
2022-01-27 11:14:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:15:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:16:00,3.735,3.915,3.73,3.915,-1,-1,-1.0
2022-01-27 11:17:00,3.915,3.915,3.735,3.735,-1,-1,-1.0
2022-01-27 11:18:00,3.735,3.915,3.735,3.915,-1,-1,-1.0
2022-01-27 11:19:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:20:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:21:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:22:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:23:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:24:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:25:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 11:26:00,3.915,3.915,3.735,3.915,-1,-1,-1.0
2022-01-27 11:27:00,3.915,3.915,3.735,3.735,-1,-1,-1.0
2022-01-27 11:28:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:29:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:30:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:31:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:32:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:33:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:34:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:35:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:36:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:37:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:38:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:39:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:40:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:41:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:42:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:43:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:44:00,3.735,3.735,3.735,3.735,-1,-1,-1.0
2022-01-27 11:45:00,3.735,3.955,3.735,3.955,-1,-1,-1.0
2022-01-27 11:46:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:47:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:48:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:49:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:50:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:51:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:52:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:53:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:54:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:55:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:56:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:57:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:58:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 11:59:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:00:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:01:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:02:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:03:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:04:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:05:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:06:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:07:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:08:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:09:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:10:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:11:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:12:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:13:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:14:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:15:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:16:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:17:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:18:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:19:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:20:00,3.955,3.955,3.955,3.955,-1,-1,-1.0
2022-01-27 12:21:00,3.955,3.955,3.915,3.915,-1,-1,-1.0
2022-01-27 12:22:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:23:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:24:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:25:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:26:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:27:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:28:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:29:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:30:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:31:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:32:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:33:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:34:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:35:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:36:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:37:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:38:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:39:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:40:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:41:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:42:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:43:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:44:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:45:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:46:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:47:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:48:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:49:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:50:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:51:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:52:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:53:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:54:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:55:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:56:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:57:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:58:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 12:59:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:00:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:01:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:02:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:03:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:04:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:05:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:06:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:07:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:08:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:09:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:10:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:11:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:12:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:13:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:14:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:15:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:16:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:17:00,3.915,3.915,3.915,3.915,-1,-1,-1.0
2022-01-27 13:18:00,3.915,4.055,3.915,4.055,-1,-1,-1.0
